Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attrition
1,9,69,60.98,91.33,4.7,85.95,46,3.5,17,0,0
1,7,55,93.51,80.99,3.4,72.12,46,3.2,2,0,1
1,7,78,90.91,87.49,4.5,74.12,53,4.0,2,0,0
3,12,75,82.44,93.98,4.4,75.21,36,4.5,13,0,0
4,3,90,82.35,86.26,4.2,77.01,42,3.3,20,0,0
0,1,72,80.25,96.79,4.6,91.31,45,4.6,6,0,0
0,1,54,61.03,94.48,4.2,75.42,45,3.5,30,0,0
4,13,66,66.77,79.64,3.2,94.72,42,3.2,28,0,1
4,3,81,74.78,98.36,3.8,85.57,51,3.2,29,0,0
4,3,77,67.48,79.14,3.3,72.15,51,3.2,7,0,0
3,10,57,77.51,95.47,4.5,78.27,49,4.2,24,0,0
4,0,58,63.01,87.76,4.3,77.29,54,4.3,27,0,0
0,8,89,91.9,87.17,4.2,80.09,48,4.3,30,1,0
0,8,67,63.69,89.98,4.4,94.09,50,4.8,22,0,0
0,2,85,77.62,76.61,3.5,88.49,39,4.6,28,0,0
0,2,73,93.22,93.04,4.3,75.86,37,3.4,14,0,0
2,6,60,68.01,83.16,4.3,81.01,45,3.5,13,0,1
1,9,79,78.16,91.7,3.1,72.34,50,3.1,10,0,0
2,14,57,69.6,90.15,3.0,86.83,47,4.3,7,0,0
2,6,70,80.71,89.22,4.0,91.99,52,3.4,23,0,0
4,13,85,74.62,83.02,3.7,88.32,45,4.1,6,0,0
4,13,67,92.03,83.25,4.7,86.69,47,4.0,3,0,1
2,5,86,86.03,79.7,4.3,87.75,40,3.1,8,0,0
2,6,84,60.05,75.14,3.4,77.41,42,3.1,17,0,0
2,5,71,62.29,78.06,4.7,77.01,44,4.9,9,0,0
0,2,80,74.82,97.28,4.5,80.62,40,3.8,15,0,0
3,12,74,81.89,78.64,3.3,90.62,39,4.4,22,0,0
2,5,95,84.46,78.7,3.4,84.89,39,3.9,20,0,0
0,2,67,84.0,95.78,3.8,88.47,52,4.7,8,0,0
1,9,74,67.71,82.36,4.0,97.7,42,3.9,7,0,0
0,1,77,82.48,88.14,3.3,97.59,38,4.6,10,0,0
4,0,77,60.07,94.57,3.1,96.12,50,4.0,3,0,0
0,1,92,66.36,91.27,4.3,79.98,52,4.1,18,1,0
2,5,78,64.07,84.9,3.6,70.99,48,4.4,24,0,0
0,8,100,66.71,76.25,3.4,89.08,44,4.6,0,1,0
0,8,82,84.08,76.53,3.1,85.57,41,3.9,30,0,0
4,3,76,65.24,95.16,3.9,83.88,47,4.8,8,0,0
1,9,65,78.58,98.37,4.9,78.47,53,3.3,27,0,0
1,9,85,60.18,77.86,4.6,73.12,45,4.9,1,0,0
0,8,73,60.57,86.0,4.4,73.07,39,4.9,5,0,0
0,1,90,87.93,98.58,3.8,72.85,41,3.1,21,0,0
4,3,91,85.31,95.06,3.1,72.09,42,3.6,30,0,0
1,7,74,60.44,91.05,4.2,83.28,53,3.6,24,0,0
3,12,60,93.28,94.83,3.1,97.78,49,4.3,1,0,0
1,7,64,83.8,92.36,4.8,71.34,43,3.5,29,0,0
1,7,91,94.5,76.84,4.2,81.19,43,3.3,18,0,0
0,1,94,69.05,92.21,4.6,83.13,49,3.4,25,0,0
0,8,64,94.83,77.36,5.0,85.03,42,4.9,23,0,1
3,4,55,82.09,77.77,4.9,98.66,54,3.3,9,0,1
4,0,87,80.88,96.81,4.8,78.01,44,3.8,18,0,0
4,0,72,80.79,80.69,4.7,70.77,36,3.3,3,0,0
4,0,50,63.41,78.74,4.6,99.21,53,3.4,15,0,1
4,3,83,77.98,86.47,3.7,78.15,50,3.4,7,0,0
3,12,69,70.17,86.83,4.8,87.94,55,4.1,30,0,0
3,12,74,91.26,78.1,4.4,81.88,53,3.2,27,0,0
3,10,57,60.21,80.61,4.4,97.01,42,4.8,21,0,1
0,8,69,66.06,92.0,4.6,93.8,48,4.9,8,0,0
0,1,91,80.08,87.97,4.5,98.78,54,4.6,16,1,0
4,13,88,66.82,83.69,3.5,79.5,49,4.0,27,0,0
1,7,94,84.04,99.9,3.0,99.43,37,4.7,7,1,0
0,1,80,66.84,88.67,4.6,96.76,39,3.3,5,0,0
1,11,98,65.61,94.81,4.0,82.76,54,4.4,22,1,0
4,13,61,86.2,84.51,3.1,73.93,40,4.3,10,0,1
4,0,91,75.43,92.85,3.3,81.45,54,3.1,9,0,0
2,14,68,63.82,95.57,4.1,77.29,48,4.2,1,0,0
3,10,90,90.39,82.83,3.5,78.73,50,3.4,21,0,0
3,12,87,94.7,81.39,3.7,91.71,37,3.6,24,0,0
2,6,56,94.58,77.34,3.9,98.7,42,3.3,2,0,1
2,14,79,81.93,76.77,3.1,87.04,38,4.1,18,0,0
0,8,82,68.04,78.54,4.7,94.19,48,4.8,22,0,0
2,5,55,81.07,89.76,4.9,96.02,53,3.4,8,0,0
2,14,100,70.37,91.63,3.0,98.2,44,3.0,17,0,0
1,9,56,76.24,78.64,3.2,83.2,49,4.1,4,0,1
2,6,61,85.07,79.5,3.7,72.81,38,3.6,17,0,1
3,12,71,67.58,93.06,4.7,88.58,37,4.2,29,0,0
1,11,65,74.32,97.36,4.1,88.35,36,3.2,8,0,0
1,11,68,85.11,98.58,4.0,97.29,39,4.3,5,0,0
0,8,66,87.39,95.55,3.2,74.86,50,4.3,6,0,0
4,0,95,80.35,96.99,4.2,86.43,42,4.8,16,1,0
3,12,58,67.8,90.82,4.2,82.6,50,3.7,29,0,0
4,0,67,62.75,99.63,4.5,90.65,47,4.8,16,0,0
4,13,72,61.21,98.77,3.5,90.2,39,4.2,12,0,0
4,13,86,89.12,76.76,3.7,77.17,37,4.3,16,1,0
2,5,74,79.37,82.6,3.7,96.58,52,4.8,27,0,0
2,5,60,90.12,93.43,4.9,73.24,42,3.5,3,0,0
4,3,67,70.31,75.59,3.4,95.99,44,3.4,25,0,1
1,9,82,61.57,94.54,4.0,73.06,36,3.5,1,0,0
3,12,50,61.13,89.04,4.2,77.93,51,3.4,23,0,0
4,0,92,74.71,83.5,3.1,75.43,41,3.3,5,0,0
3,12,94,91.69,77.77,4.6,95.21,38,3.6,30,0,0
0,2,77,93.36,88.43,4.2,89.89,55,4.6,9,0,0
3,12,71,80.87,76.87,3.0,97.45,42,5.0,27,0,0
3,12,52,84.31,86.17,4.8,89.28,50,4.4,19,0,0
4,0,50,74.67,91.94,3.1,97.42,50,4.9,11,0,0
2,5,66,87.4,79.49,4.4,84.55,45,4.8,4,0,1
0,2,56,84.49,94.62,4.9,71.64,42,3.8,29,0,0
3,4,51,66.1,92.64,3.6,78.53,39,4.6,13,0,0
2,6,79,92.07,75.22,3.1,86.94,37,3.9,30,0,0
0,2,50,70.0,93.99,3.1,82.68,50,3.2,0,0,0
3,12,77,89.88,94.56,4.3,88.76,47,4.2,22,0,0
3,10,90,65.45,88.92,3.4,88.1,37,4.0,21,0,0
0,8,82,81.31,82.34,4.6,96.88,35,4.3,14,0,0
4,0,91,67.54,96.61,3.4,75.28,55,3.7,22,0,0
3,10,97,78.17,96.63,3.2,92.53,45,3.7,3,0,0
4,3,57,64.65,99.48,4.9,74.45,54,4.4,13,0,0
2,5,93,89.38,98.74,3.3,74.24,53,3.5,22,0,0
1,7,88,74.46,86.9,4.0,71.17,37,4.6,27,1,0
4,3,68,87.65,89.47,4.1,94.33,44,4.5,24,0,0
4,13,64,94.44,77.78,3.2,96.67,44,4.6,27,0,1
1,7,84,77.33,99.73,3.1,85.11,46,3.6,11,0,0
4,0,75,66.16,88.27,4.6,98.35,52,3.7,10,0,0
4,13,69,77.89,82.46,3.9,73.9,45,4.4,18,0,1
1,11,79,88.87,84.82,4.0,88.81,54,3.2,8,0,0
1,9,70,82.41,84.05,3.7,72.49,37,4.4,26,0,0
2,5,83,94.3,98.36,4.1,82.88,48,3.2,6,0,0
0,1,57,66.55,86.67,3.6,98.17,36,4.6,26,0,0
3,12,82,91.14,86.95,3.9,70.64,55,4.7,30,0,0
4,13,99,73.64,85.7,4.4,77.81,52,4.7,28,1,0
0,2,95,89.72,94.9,3.8,70.33,38,3.4,16,0,0
3,10,63,60.1,84.32,4.1,85.32,41,4.7,13,0,1
1,11,76,65.32,78.28,4.3,89.58,51,4.4,2,0,0
4,0,61,76.54,84.32,4.4,82.34,50,3.1,18,0,1
4,13,78,69.14,82.19,3.3,83.33,43,4.6,20,0,0
3,10,88,89.92,82.29,3.4,83.18,45,3.9,30,0,0
2,6,68,89.57,78.41,3.4,74.69,36,3.1,24,0,1
4,13,100,80.61,92.72,3.7,89.41,37,4.2,25,1,0
4,0,66,62.01,81.23,4.4,89.77,39,4.4,8,0,1
1,9,86,81.57,90.14,4.6,97.5,55,3.3,28,0,0
2,5,76,91.66,84.25,3.9,86.79,41,4.0,2,0,0
0,8,98,90.93,87.96,3.5,70.73,51,3.2,10,0,0
0,1,70,88.83,89.5,3.3,86.52,44,4.4,23,0,0
2,6,96,75.24,86.23,3.6,96.35,47,4.5,20,1,0
0,2,77,84.43,84.91,4.3,99.78,48,3.4,11,0,0
0,1,91,79.15,77.33,5.0,90.08,44,4.1,7,1,0
1,9,98,69.35,87.25,4.6,97.82,53,4.3,12,1,0
3,4,62,67.58,99.07,4.1,86.15,51,4.1,29,0,0
0,2,60,94.22,93.15,4.9,73.45,37,4.0,23,0,0
1,9,70,81.02,86.16,3.8,99.98,48,4.9,13,0,0
2,5,93,70.5,89.18,3.6,97.98,38,4.6,24,1,0
1,9,50,93.72,80.68,3.4,82.98,42,4.4,8,0,1
0,2,74,67.01,86.59,3.2,95.74,39,3.7,22,0,0
2,6,66,70.38,89.16,4.7,71.92,47,3.8,5,0,0
4,0,60,84.92,95.75,4.6,74.99,40,3.7,2,0,0
0,1,52,68.51,81.96,3.5,93.99,52,4.1,14,0,1
0,1,85,92.71,87.98,3.5,75.6,48,3.4,24,0,0
3,12,60,66.33,86.69,4.3,81.41,46,4.4,4,0,0
4,3,97,87.15,97.19,3.1,88.91,49,3.1,3,0,0
2,5,86,74.67,81.41,4.8,74.64,50,4.4,22,1,0
0,2,84,67.49,94.74,3.0,95.68,35,3.9,17,0,0
2,6,53,79.26,98.44,3.4,77.59,43,4.8,29,0,0
0,8,87,93.75,85.09,3.2,78.32,51,4.5,17,1,0
0,8,67,87.04,96.52,4.8,97.09,37,3.6,12,0,0
1,11,86,83.48,87.61,4.6,88.26,47,3.3,6,0,0
4,0,69,74.62,86.39,4.7,71.24,46,3.3,27,0,0
0,1,62,62.07,87.49,4.1,71.65,44,3.4,20,0,0
3,4,55,60.04,85.41,3.6,84.5,37,4.6,1,0,0
1,7,57,85.65,93.57,4.0,88.63,40,4.2,5,0,0
1,11,94,88.95,90.04,3.2,90.82,49,3.0,8,0,0
0,1,88,76.28,94.44,3.3,87.49,41,4.1,16,1,0
2,14,53,75.85,86.86,3.5,75.37,45,4.6,28,0,0
4,3,59,92.74,97.0,4.0,81.73,39,4.0,18,0,0
2,14,95,63.3,93.66,4.8,70.13,49,3.4,5,0,0
3,12,52,63.65,87.71,3.2,99.48,54,4.5,5,0,0
1,9,98,91.42,92.61,3.2,91.58,43,3.1,2,0,0
4,13,55,78.44,81.62,3.6,78.05,41,4.2,2,0,1
1,11,71,91.91,92.87,4.8,72.35,47,3.6,24,0,0
1,11,86,73.38,92.04,3.9,76.39,36,4.3,10,1,0
0,1,54,94.84,91.16,3.4,83.55,44,3.7,9,0,0
0,2,80,67.41,81.13,4.3,94.39,48,3.4,28,0,0
4,0,88,60.17,88.86,4.8,87.77,40,3.1,3,0,0
0,2,85,82.12,88.29,4.1,96.26,37,3.5,14,0,0
0,1,66,93.95,87.18,3.2,84.22,39,3.7,1,0,0
4,13,60,91.87,92.3,4.8,98.71,50,4.4,24,0,0
1,7,75,87.99,98.81,3.3,70.14,51,3.0,28,0,0
2,14,57,92.82,96.33,4.5,70.91,43,4.8,5,0,0
3,4,77,79.84,99.2,3.8,91.64,54,4.1,16,0,0
3,12,63,73.29,97.31,3.1,70.12,44,5.0,9,0,0
1,7,54,87.82,76.88,3.0,86.74,47,4.3,9,0,1
0,2,84,68.46,94.63,3.7,95.43,42,4.0,11,0,0
1,7,82,69.76,97.15,3.7,99.86,51,4.3,16,0,0
0,8,66,72.53,80.41,3.0,84.36,41,3.8,28,0,1
0,1,51,94.95,91.14,4.6,96.4,38,4.9,18,0,0
1,9,90,64.72,80.61,3.3,85.44,43,3.9,2,0,0
1,11,50,61.07,93.73,3.2,71.35,40,4.3,23,0,0
1,9,90,85.82,93.94,3.2,84.11,44,4.8,29,1,0
4,0,91,94.11,92.96,3.2,87.76,47,4.7,1,1,0
4,13,94,64.36,87.57,4.6,81.11,47,4.0,2,0,0
0,1,53,92.64,81.34,4.9,97.8,51,3.1,4,0,1
4,13,60,93.62,93.98,3.1,71.64,52,3.7,27,0,0
1,11,54,78.54,76.36,3.3,90.71,39,3.2,30,0,1
0,2,83,68.52,76.73,3.8,93.33,47,4.5,9,0,0
4,13,62,91.18,88.57,4.6,74.44,44,4.6,25,0,0
3,4,71,64.67,80.23,4.4,91.24,43,4.0,20,0,0
3,12,62,94.61,80.15,4.9,75.96,54,3.9,15,0,1
1,11,95,93.07,97.24,4.3,90.25,47,3.1,5,0,0
2,6,66,76.77,91.46,4.1,81.13,35,3.1,17,0,0
4,0,57,74.95,88.91,4.9,71.7,52,4.7,23,0,0
4,0,80,74.23,97.89,3.0,98.11,36,3.5,0,0,0
4,3,62,68.43,79.91,4.7,83.45,55,3.1,8,0,1
1,9,56,82.05,79.06,4.2,96.45,42,4.4,8,0,1
4,3,65,87.51,99.62,3.1,73.03,36,3.4,26,0,0
4,13,51,83.7,98.28,4.1,80.56,48,3.5,24,0,0
1,9,51,80.02,76.12,3.1,74.34,42,3.4,13,0,1
3,12,90,68.05,83.57,3.2,80.21,44,3.8,4,0,0
4,13,72,69.12,99.37,3.6,71.84,38,3.8,6,0,0
0,2,98,94.22,90.8,4.9,77.0,39,3.7,21,0,0
3,4,53,86.74,81.96,4.6,79.01,49,4.3,2,0,1
3,4,98,81.35,88.36,3.2,77.18,55,4.1,16,1,0
1,7,77,61.7,80.54,4.8,90.62,47,3.3,5,0,0
0,2,51,72.53,91.71,4.0,91.79,54,4.3,0,0,0
1,9,84,82.02,95.42,3.1,85.13,37,3.8,10,0,0
0,1,98,90.8,90.24,4.8,90.32,51,3.7,4,0,0
1,11,61,75.74,76.07,3.6,81.17,41,3.1,14,0,1
1,9,86,71.88,80.1,3.4,72.98,48,3.1,17,0,0
2,14,68,70.6,98.71,4.3,80.2,36,4.0,27,0,0
0,1,87,88.53,96.58,4.8,85.6,37,4.2,12,1,0
1,9,62,61.07,94.04,3.3,97.11,41,4.2,1,0,0
1,11,85,91.77,98.5,3.2,89.68,53,3.4,4,0,0
3,10,78,91.75,95.04,4.9,88.17,37,3.2,5,0,0
1,7,78,94.64,75.23,4.2,86.15,40,4.5,18,0,0
4,13,84,80.01,87.86,3.2,84.84,35,4.2,18,0,0
1,9,96,67.45,93.32,4.4,97.62,35,3.3,3,0,0
0,8,82,61.53,93.4,3.2,93.46,39,3.1,18,0,0
4,13,54,70.46,78.49,3.2,87.65,37,4.2,26,0,1
4,0,82,68.5,94.46,3.0,85.75,36,4.3,18,0,0
4,13,60,78.76,90.27,4.9,96.56,48,4.3,11,0,0
4,13,96,73.13,94.2,4.7,95.65,47,3.3,24,0,0
2,14,84,62.23,83.73,3.9,80.67,46,3.2,24,0,0
0,2,94,75.82,76.75,4.2,77.62,45,3.6,25,0,0
2,5,76,64.68,81.24,4.6,83.35,44,3.9,1,0,0
3,4,63,86.6,84.14,4.2,73.4,46,4.5,16,0,1
4,0,70,77.47,86.75,4.9,98.74,43,3.7,30,0,0
4,3,72,78.24,76.83,4.7,87.69,49,4.6,9,0,0
1,9,61,94.97,81.64,4.5,72.46,43,3.2,18,0,1
4,13,94,66.46,82.94,3.6,73.18,55,3.3,26,0,0
2,5,94,82.58,90.99,3.5,89.04,53,4.3,24,1,0
0,1,54,94.2,79.05,3.3,91.99,45,5.0,7,0,1
4,13,87,67.3,80.34,4.0,91.71,51,3.2,28,0,0
2,5,97,75.97,99.83,3.8,92.49,36,4.5,18,1,0
1,9,96,87.4,91.54,4.1,91.52,51,3.5,9,0,0
2,14,69,91.23,84.8,4.0,87.55,44,4.8,16,0,1
3,10,66,72.03,80.39,3.2,87.61,48,4.1,11,0,1
3,4,76,71.73,95.51,4.4,93.52,39,4.5,29,0,0
3,12,59,90.78,93.22,3.5,86.95,54,4.8,1,0,0
0,1,60,93.16,80.04,4.4,88.62,37,4.3,23,0,1
1,11,88,84.68,87.0,4.5,98.13,46,5.0,29,1,0
2,14,69,83.66,85.92,3.2,79.01,36,3.4,30,0,0
3,12,94,70.94,92.85,3.3,80.37,41,4.3,13,1,0
1,9,80,81.84,78.52,3.7,98.64,42,3.7,10,0,0
1,9,84,94.75,96.33,4.6,83.44,40,5.0,1,0,0
3,10,76,65.61,80.42,3.7,82.49,53,4.6,13,0,0
2,6,78,86.3,87.67,4.7,74.02,52,3.8,13,0,0
3,10,52,67.15,90.89,3.1,73.87,44,3.2,6,0,0
1,9,51,61.28,87.86,3.9,74.84,40,4.4,28,0,0
1,7,75,72.74,95.54,3.2,97.52,54,4.0,30,0,0
4,0,72,82.5,95.09,4.4,83.51,40,4.9,29,0,0
3,10,72,94.57,83.48,5.0,88.4,50,3.8,9,0,0
2,14,60,76.13,97.81,3.1,99.14,55,3.3,24,0,0
3,12,50,76.09,82.75,4.0,86.52,52,4.6,8,0,1
4,3,74,85.39,94.14,3.6,80.51,42,5.0,22,0,0
2,5,84,72.48,93.34,4.6,97.08,54,4.7,27,0,0
2,6,58,89.56,88.98,3.2,97.88,36,4.8,21,0,0
0,8,63,74.71,87.98,4.0,80.94,50,3.8,14,0,0
1,9,52,93.21,77.55,4.5,86.92,53,4.1,23,0,1
1,7,52,73.85,83.91,4.3,91.01,44,3.9,12,0,1
4,13,97,87.17,76.5,4.1,95.22,35,3.8,0,0,0
1,7,50,81.07,96.6,3.0,72.11,37,4.8,16,0,0
2,6,65,87.85,91.27,3.0,93.68,35,5.0,26,0,0
4,3,60,67.06,91.46,4.7,95.79,46,4.6,2,0,0
3,10,85,84.49,78.49,3.5,76.12,52,4.7,25,0,0
1,11,69,90.64,90.12,4.8,84.67,39,4.0,18,0,0
1,11,64,90.83,86.07,4.5,80.26,41,3.5,14,0,0
4,0,90,71.4,92.48,3.1,92.62,38,4.8,30,1,0
1,7,56,71.25,92.42,3.7,97.08,49,3.9,3,0,0
2,6,69,80.88,77.86,3.8,83.04,54,3.1,21,0,1
4,3,71,84.77,86.57,4.5,85.51,44,4.9,7,0,0
0,2,56,92.96,75.37,3.3,87.94,41,3.6,10,0,1
3,4,71,63.12,80.22,4.9,72.36,39,3.4,15,0,0
4,3,70,64.72,78.56,4.1,77.0,46,3.8,30,0,0
4,3,80,84.3,92.18,3.8,90.27,37,3.3,1,0,0
3,12,88,82.02,86.89,5.0,75.05,43,4.3,8,1,0
0,8,71,76.71,90.14,4.1,70.36,53,3.2,27,0,0
3,12,62,71.81,96.76,3.9,91.44,55,3.5,29,0,0
3,12,66,82.01,97.9,3.5,96.46,37,3.2,16,0,0
4,0,74,74.45,96.25,4.3,76.97,44,5.0,4,0,0
1,11,71,73.34,85.08,4.5,99.76,48,3.2,4,0,0
3,10,86,72.62,92.03,4.4,91.17,45,4.3,2,1,0
3,4,68,70.91,92.0,3.8,87.17,41,4.4,4,0,0
3,10,67,73.45,93.11,3.9,84.81,38,3.1,0,0,0
1,9,83,75.01,77.21,3.5,97.16,45,3.6,30,0,0
3,4,87,94.14,90.17,3.5,94.6,52,3.3,16,0,0
2,6,70,73.69,96.31,3.2,85.89,51,4.5,22,0,0
1,11,58,69.39,99.7,4.0,98.89,55,3.8,3,0,0
1,11,63,77.19,93.93,4.6,78.64,54,3.1,20,0,0
1,9,85,90.38,95.15,3.7,88.12,46,3.8,1,0,0
3,10,55,60.39,80.35,3.9,85.58,38,3.0,15,0,1
1,9,82,61.89,82.87,4.7,84.84,46,4.3,10,0,0
4,3,88,87.93,78.49,4.0,93.17,45,4.8,30,1,0
4,3,77,94.87,75.66,4.7,89.44,53,3.4,11,0,0
1,7,85,78.2,93.07,4.0,82.87,37,4.4,20,0,0
0,2,82,62.79,82.25,4.7,96.93,36,3.8,9,0,0
0,2,95,73.27,79.31,4.1,89.59,44,3.4,2,0,0
1,7,51,75.59,82.59,4.9,89.44,42,4.7,4,0,1
2,14,70,68.78,85.51,3.4,94.39,51,5.0,28,0,0
1,7,82,79.15,96.56,4.4,94.01,37,3.7,6,0,0
2,14,72,65.41,91.2,3.2,92.48,42,4.0,7,0,0
1,9,82,65.04,87.7,4.8,71.87,42,3.2,10,0,0
0,1,86,81.14,75.02,3.3,78.69,49,4.6,22,1,0
1,9,55,78.2,97.89,3.2,95.77,42,3.8,15,0,0
1,7,72,78.95,96.25,3.7,75.59,46,4.3,8,0,0
3,10,82,94.96,89.05,3.0,89.31,37,4.2,3,0,0
2,5,97,61.06,89.06,3.4,76.2,45,4.6,7,1,0
2,5,92,66.4,80.77,3.4,98.43,38,3.5,25,0,0
1,11,71,91.8,87.73,3.6,95.08,45,3.8,10,0,0
4,0,92,90.44,83.08,4.7,83.74,50,4.0,5,0,0
0,8,66,82.16,84.76,4.3,77.17,49,4.3,24,0,1
3,4,70,65.59,78.5,4.9,76.63,55,4.7,9,0,0
2,5,72,67.23,79.07,4.8,91.81,44,4.8,25,0,0
3,10,85,84.74,81.74,3.9,96.61,44,4.8,2,0,0
2,6,90,94.38,88.11,5.0,71.22,43,3.9,16,0,0
4,3,76,86.91,89.09,4.4,85.06,47,3.7,7,0,0
0,2,96,92.01,93.45,3.2,83.94,35,4.1,22,1,0
4,3,82,82.92,79.98,3.1,72.0,46,3.5,2,0,0
4,3,77,73.88,88.92,3.5,80.07,53,3.2,11,0,0
1,7,91,68.28,91.04,4.6,90.34,37,4.1,17,1,0
0,2,50,65.01,95.72,3.7,85.45,41,4.0,11,0,0
3,4,91,81.75,89.88,3.5,86.72,47,3.2,23,0,0
4,13,75,90.27,75.06,3.8,86.41,50,3.4,28,0,0
0,8,52,65.68,80.59,3.1,98.15,54,4.3,1,0,1
1,11,93,84.95,88.96,3.1,84.33,36,3.9,8,0,0
3,12,80,70.63,81.23,4.5,80.16,48,4.0,25,0,0
2,14,91,70.03,77.74,3.5,90.92,40,3.5,5,0,0
2,6,61,94.59,83.2,4.2,78.45,52,4.4,25,0,1
1,7,62,81.98,91.77,3.4,84.01,46,4.5,6,0,0
3,10,64,88.02,79.02,4.3,98.94,39,3.1,25,0,1
2,6,91,75.04,94.05,4.9,95.55,45,3.7,24,0,0
2,6,63,73.42,94.37,4.3,91.67,41,4.6,13,0,0
0,2,82,86.37,87.19,3.0,76.76,55,3.2,17,0,0
1,11,57,90.95,85.74,4.4,73.46,41,3.8,25,0,0
0,2,53,83.22,99.94,4.3,99.49,47,3.9,19,0,0
3,12,97,68.02,83.14,4.1,96.99,45,3.9,22,0,0
3,4,89,72.91,97.32,3.4,96.3,53,3.8,28,0,0
3,12,54,67.48,91.74,4.6,81.53,44,4.9,10,0,0
4,3,52,74.48,80.85,3.6,81.0,38,3.6,26,0,1
0,2,66,81.24,97.6,4.1,74.9,41,3.4,16,0,0
4,0,52,62.94,83.09,3.3,78.55,35,3.8,9,0,1
0,8,90,94.91,96.75,4.4,97.81,35,4.9,14,1,0
4,13,55,87.73,75.87,3.8,84.26,45,3.6,30,0,1
2,14,79,76.94,82.78,3.6,76.47,47,3.1,14,0,0
3,10,90,90.4,87.75,3.2,96.58,47,4.2,14,1,0
1,7,83,74.52,92.64,3.7,93.81,46,3.4,10,0,0
1,7,50,65.77,89.49,3.1,87.11,42,4.7,2,0,0
3,4,66,67.54,92.27,3.5,89.75,52,4.1,7,0,0
3,12,86,67.42,82.93,4.8,82.24,54,4.0,11,0,0
3,12,97,66.75,89.69,4.3,76.99,48,3.5,22,0,0
1,11,87,86.83,84.47,3.7,76.4,49,4.3,6,1,0
2,5,50,90.86,86.69,3.8,86.12,45,4.3,30,0,0
2,14,70,78.2,99.3,3.5,80.25,39,4.6,5,0,0
3,12,69,63.25,75.63,4.1,88.96,52,3.9,14,0,1
2,14,78,70.07,82.01,4.3,84.46,46,3.4,7,0,0
1,11,98,73.11,82.69,3.2,96.82,43,4.3,10,1,0
0,8,95,87.99,84.89,3.2,78.29,49,4.6,0,1,0
0,2,98,66.91,78.99,4.8,83.75,52,3.3,4,0,0
3,12,52,61.88,85.78,3.1,89.84,41,3.6,1,0,0
4,13,97,69.74,80.05,4.6,99.09,44,3.8,20,0,0
3,4,58,78.75,80.56,3.4,81.97,50,4.9,12,0,1
1,7,95,63.94,82.99,4.0,98.72,54,3.8,21,0,0
0,1,68,86.04,80.49,3.4,73.16,48,3.2,23,0,1
3,4,99,86.38,83.11,3.7,72.15,35,4.1,5,1,0
3,12,70,65.46,87.26,4.3,82.37,54,3.6,21,0,0
2,14,94,68.58,84.84,4.2,90.3,48,4.0,10,0,0
0,2,94,87.95,87.67,4.1,98.14,47,3.9,3,0,0
1,7,61,85.0,91.58,3.5,88.12,42,3.8,5,0,0
3,12,56,87.64,91.32,4.2,98.55,52,3.3,16,0,0
4,0,57,81.69,94.79,3.5,94.16,48,3.1,12,0,0
3,12,79,68.03,85.87,3.5,97.14,46,4.8,2,0,0
1,7,66,76.58,90.42,5.0,73.01,46,4.5,2,0,0
2,5,56,81.01,85.7,4.6,84.18,38,3.0,30,0,0
4,3,95,67.22,97.47,4.9,85.16,44,3.1,23,0,0
1,11,88,91.7,88.76,3.9,95.57,55,4.9,20,1,0
4,0,65,65.71,82.87,4.8,93.0,51,4.4,27,0,1
4,3,65,61.55,79.73,3.4,85.86,44,4.0,3,0,1
3,12,81,71.82,99.36,4.4,92.2,37,4.0,8,0,0
0,1,68,70.29,80.18,4.5,93.24,44,3.1,6,0,1
0,2,71,72.53,78.42,4.9,87.12,37,3.2,25,0,0
1,7,69,75.07,95.76,4.2,75.94,41,3.2,23,0,0
4,3,96,85.68,75.05,4.6,73.55,36,4.8,21,1,0
0,1,93,69.56,96.13,3.3,72.48,37,4.1,14,1,0
1,11,58,90.67,85.35,4.0,91.37,47,3.9,14,0,0
0,2,74,90.47,86.25,4.4,92.37,47,3.7,23,0,0
4,3,81,83.04,97.37,4.8,94.26,42,3.5,21,0,0
2,5,77,83.95,87.61,3.3,86.03,47,3.2,2,0,0
2,6,99,77.08,81.51,3.3,92.0,53,4.6,18,1,0
2,14,81,63.4,94.69,4.6,83.02,45,3.9,14,0,0
2,14,57,65.3,76.66,4.3,98.42,42,4.1,30,0,1
4,3,66,87.12,92.37,3.7,76.93,36,4.3,21,0,0
1,11,69,62.4,87.05,4.0,71.38,40,4.6,14,0,0
0,8,51,71.88,78.29,3.7,79.12,55,4.9,30,0,1
4,13,75,81.53,95.52,4.5,86.57,45,3.3,24,0,0
1,11,68,80.75,83.06,4.6,89.91,44,4.7,14,0,1
3,10,88,68.87,78.83,3.6,84.36,55,3.7,9,0,0
3,4,83,71.02,96.39,3.3,74.56,40,3.1,14,0,0
3,10,76,76.88,89.76,3.0,90.64,47,3.6,26,0,0
3,10,86,82.68,78.96,4.8,83.09,45,4.1,5,1,0
4,3,94,61.17,86.76,3.3,81.32,42,4.1,11,1,0
2,14,64,91.29,91.82,3.2,97.17,40,4.3,2,0,0
0,1,61,77.21,88.71,4.6,83.86,49,3.3,11,0,0
0,1,82,61.03,99.77,3.2,91.06,45,4.3,0,0,0
0,2,82,84.59,76.51,4.0,97.22,46,3.2,5,0,0
